# Haltiahovi.Lake_Lehmilampi.2007
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-LakeLehmilampi.Haltia-Hovi.2007.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-LakeLehmilampi.Haltia-Hovi.2007.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/study/8661
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: lake sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Haltiahovi.Lake_Lehmilampi.2007
#------------------
# Investigators
#     Investigators: Haltiahovi, E;Saarinen, T;Kukkonen, M
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Haltiahovi, E;Saarinen, T;Kukkonen, M
#     Published_Date_or_Year: 2007
#     Published_Title: A 2000-year record of solar forcing on varved lake sediment in eastern Finland
#     Journal_Name: Quaternary Science Reviews
#     Volume: 26
#     Edition: 
#     Issue: 
#     Pages: 678-689
#     Report: 
#     DOI: 10.1016/j.quascirev.2006.11.005
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Lake Lehmilampi
#     Location: 
#     Country: 
#     Northernmost_Latitude: 63.62
#     Southernmost_Latitude: 63.62
#     Easternmost_Longitude: 29.1
#     Westernmost_Longitude: 29.1
#     Elevation: 95
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1.0
#     Most_Recent_Year: 1800.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , lake sediment, ,,N,   
##thickness	,,,mm, -12 1 2 3, lake sediment, ,,, ; climateInterpretation_seasonality changed - was originally 12 1 2 3;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           thickness	
1074.0	-0.51	
1075.0	-0.69	
1076.0	-0.53	
1077.0	-0.46	
1078.0	-0.43	
1079.0	-0.43	
1080.0	-0.38	
1081.0	-0.61	
1082.0	-0.53	
1083.0	-0.43	
1084.0	-0.51	
1085.0	-0.69	
1086.0	-0.58	
1087.0	-0.64	
1088.0	-0.51	
1089.0	-0.64	
1090.0	-0.69	
1091.0	-0.61	
1092.0	-1.07	
1093.0	-0.46	
1094.0	-0.61	
1095.0	-0.94	
1096.0	-0.64	
1097.0	-0.76	
1098.0	-0.53	
1099.0	-0.76	
1100.0	-0.53	
1101.0	-0.53	
1102.0	-0.46	
1103.0	-0.51	
1104.0	-0.46	
1105.0	-0.28	
1106.0	-0.33	
1107.0	-0.76	
1108.0	-0.89	
1109.0	-0.58	
1110.0	-0.81	
1111.0	-0.58	
1112.0	-0.56	
1113.0	-0.58	
1114.0	-0.51	
1115.0	-0.66	
1116.0	-0.36	
1117.0	-0.71	
1118.0	-0.76	
1119.0	-0.41	
1120.0	-0.51	
1121.0	-0.61	
1122.0	-0.64	
1123.0	-0.48	
1124.0	-0.71	
1125.0	-0.64	
1126.0	-0.69	
1127.0	-0.79	
1128.0	-0.46	
1129.0	-1.09	
1130.0	-0.99	
1131.0	-1.3	
1132.0	-0.56	
1133.0	-0.69	
1134.0	-0.46	
1135.0	-0.46	
1136.0	-0.51	
1137.0	-0.84	
1138.0	-0.64	
1139.0	-0.86	
1140.0	-0.84	
1141.0	-0.53	
1142.0	-0.69	
1143.0	-0.56	
1144.0	-0.56	
1145.0	-0.61	
1146.0	-0.84	
1147.0	-0.53	
1148.0	-0.33	
1149.0	-0.58	
1150.0	-0.51	
1151.0	-0.61	
1152.0	-0.53	
1153.0	-0.99	
1154.0	-1.37	
1155.0	-0.53	
1156.0	-0.58	
1157.0	-1.14	
1158.0	-0.76	
1159.0	-0.53	
1160.0	-0.48	
1161.0	-0.71	
1162.0	-0.3	
1163.0	-0.38	
1164.0	-0.56	
1165.0	-0.33	
1166.0	-0.38	
1167.0	-0.58	
1168.0	-0.36	
1169.0	-0.48	
1170.0	-0.3	
1171.0	-0.38	
1172.0	-0.3	
1173.0	-0.25	
1174.0	-0.66	
1175.0	-1.22	
1176.0	-0.43	
1177.0	-0.53	
1178.0	-0.74	
1179.0	-0.81	
1180.0	-0.46	
1181.0	-0.38	
1182.0	-0.48	
1183.0	-0.36	
1184.0	-0.64	
1185.0	-0.61	
1186.0	-0.64	
1187.0	-0.91	
1188.0	-0.56	
1189.0	-0.41	
1190.0	-0.58	
1191.0	-0.38	
1192.0	-0.43	
1193.0	-0.53	
1194.0	-1.27	
1195.0	-1.02	
1196.0	-1.07	
1197.0	-1.07	
1198.0	-0.81	
1199.0	-0.58	
1200.0	-0.48	
1201.0	-0.66	
1202.0	-0.66	
1203.0	-0.79	
1204.0	-0.41	
1205.0	-0.64	
1206.0	-0.51	
1207.0	-1.09	
1208.0	-1.09	
1209.0	-0.64	
1210.0	-0.56	
1211.0	-1.02	
1212.0	-0.61	
1213.0	-0.81	
1214.0	-0.69	
1215.0	-0.86	
1216.0	-0.84	
1217.0	-0.41	
1218.0	-0.71	
1219.0	-1.3	
1220.0	-0.69	
1221.0	-0.81	
1222.0	-0.66	
1223.0	-0.58	
1224.0	-0.56	
1225.0	-0.46	
1226.0	-0.69	
1227.0	-0.64	
1228.0	-0.51	
1229.0	-0.66	
1230.0	-0.64	
1231.0	-0.64	
1232.0	-0.48	
1233.0	-0.66	
1234.0	-0.74	
1235.0	-0.61	
1236.0	-0.79	
1237.0	-0.69	
1238.0	-0.58	
1239.0	-0.91	
1240.0	-0.61	
1241.0	-0.71	
1242.0	-0.64	
1243.0	-0.99	
1244.0	-0.64	
1245.0	-0.71	
1246.0	-0.84	
1247.0	-0.48	
1248.0	-0.84	
1249.0	-0.56	
1250.0	-0.71	
1251.0	-0.81	
1252.0	-0.69	
1253.0	-0.79	
1254.0	-0.64	
1255.0	-0.51	
1256.0	-0.71	
1257.0	-0.51	
1258.0	-0.53	
1259.0	-0.41	
1260.0	-0.48	
1261.0	-0.53	
1262.0	-0.81	
1263.0	-0.36	
1264.0	-0.51	
1265.0	-0.51	
1266.0	-0.46	
1267.0	-0.53	
1268.0	-0.56	
1269.0	-0.69	
1270.0	-0.61	
1271.0	-0.84	
1272.0	-0.56	
1273.0	-0.84	
1274.0	-0.61	
1275.0	-0.74	
1276.0	-0.81	
1277.0	-0.66	
1278.0	-0.64	
1279.0	-0.53	
1280.0	-0.53	
1281.0	-0.48	
1282.0	-0.53	
1283.0	-0.69	
1284.0	-0.61	
1285.0	-0.81	
1286.0	-0.81	
1287.0	-0.64	
1288.0	-0.64	
1289.0	-0.71	
1290.0	-0.81	
1291.0	-0.61	
1292.0	-0.86	
1293.0	-0.89	
1294.0	-0.53	
1295.0	-0.94	
1296.0	-0.58	
1297.0	-0.81	
1298.0	-0.89	
1299.0	-0.79	
1300.0	-0.76	
1301.0	-0.81	
1302.0	-0.86	
1303.0	-1.04	
1304.0	-0.74	
1305.0	-0.61	
1306.0	-0.94	
1307.0	-0.71	
1308.0	-0.94	
1309.0	-0.99	
1310.0	-0.74	
1311.0	-0.84	
1312.0	-0.58	
1313.0	-0.74	
1314.0	-0.58	
1315.0	-0.61	
1316.0	-0.79	
1317.0	-0.74	
1318.0	-1.07	
1319.0	-0.89	
1320.0	-0.53	
1321.0	-1.17	
1322.0	-1.12	
1323.0	-0.71	
1324.0	-1.45	
1325.0	-1.42	
1326.0	-0.99	
1327.0	-0.81	
1328.0	-1.14	
1329.0	-0.79	
1330.0	-1.4	
1331.0	-2.51	
1332.0	-0.97	
1333.0	-0.74	
1334.0	-1.12	
1335.0	-0.89	
1336.0	-1.02	
1337.0	-0.74	
1338.0	-0.99	
1339.0	-1.37	
1340.0	-0.46	
1341.0	-0.51	
1342.0	-1.07	
1343.0	-1.09	
1344.0	-0.89	
1345.0	-1.27	
1346.0	-1.37	
1347.0	-1.73	
1348.0	-1.07	
1349.0	-0.71	
1350.0	-0.89	
1351.0	-0.71	
1352.0	-0.64	
1353.0	-0.71	
1354.0	-0.94	
1355.0	-0.69	
1356.0	-1.6	
1357.0	-0.81	
1358.0	-0.84	
1359.0	-0.89	
1360.0	-0.69	
1361.0	-1.22	
1362.0	-1.65	
1363.0	-0.94	
1364.0	-0.76	
1365.0	-0.94	
1366.0	-0.71	
1367.0	-0.86	
1368.0	-1.19	
1369.0	-0.89	
1370.0	-0.64	
1371.0	-0.48	
1372.0	-0.71	
1373.0	-0.76	
1374.0	-0.76	
1375.0	-0.79	
1376.0	-0.38	
1377.0	-0.64	
1378.0	-0.56	
1379.0	-0.56	
1380.0	-0.71	
1381.0	-0.79	
1382.0	-0.84	
1383.0	-1.04	
1384.0	-0.76	
1385.0	-0.74	
1386.0	-0.84	
1387.0	-0.81	
1388.0	-1.07	
1389.0	-1.02	
1390.0	-1.04	
1391.0	-0.97	
1392.0	-1.02	
1393.0	-0.61	
1394.0	-0.79	
1395.0	-0.64	
1396.0	-0.64	
1397.0	-0.43	
1398.0	-0.71	
1399.0	-0.97	
1400.0	-0.89	
1401.0	-0.56	
1402.0	-0.61	
1403.0	-0.58	
1404.0	-0.99	
1405.0	-0.51	
1406.0	-0.91	
1407.0	-0.69	
1408.0	-1.24	
1409.0	-2.39	
1410.0	-1.17	
1411.0	-0.79	
1412.0	-0.43	
1413.0	-0.71	
1414.0	-0.58	
1415.0	-0.53	
1416.0	-0.71	
1417.0	-0.48	
1418.0	-0.38	
1419.0	-0.43	
1420.0	-0.79	
1421.0	-0.76	
1422.0	-1.07	
1423.0	-0.64	
1424.0	-0.61	
1425.0	-0.58	
1426.0	-0.48	
1427.0	-0.64	
1428.0	-0.69	
1429.0	-0.58	
1430.0	-0.56	
1431.0	-0.71	
1432.0	-1.35	
1433.0	-0.69	
1434.0	-0.43	
1435.0	-0.58	
1436.0	-0.89	
1437.0	-0.3	
1438.0	-0.76	
1439.0	-0.64	
1440.0	-1.02	
1441.0	-0.46	
1442.0	-0.56	
1443.0	-1.88	
1444.0	-1.35	
1445.0	-0.53	
1446.0	-1.47	
1447.0	-0.56	
1448.0	-0.61	
1449.0	-0.66	
1450.0	-1.09	
1451.0	-0.56	
1452.0	-1.09	
1453.0	-0.58	
1454.0	-1.24	
1455.0	-1.32	
1456.0	-0.86	
1457.0	-0.74	
1458.0	-0.89	
1459.0	-0.79	
1460.0	-0.76	
1461.0	-1.17	
1462.0	-0.58	
1463.0	-0.79	
1464.0	-2.08	
1465.0	-1.02	
1466.0	-1.02	
1467.0	-1.47	
1468.0	-0.94	
1469.0	-1.02	
1470.0	-0.38	
1471.0	-0.84	
1472.0	-0.76	
1473.0	-1.02	
1474.0	-0.74	
1475.0	-1.47	
1476.0	-0.71	
1477.0	-0.94	
1478.0	-0.64	
1479.0	-0.97	
1480.0	-0.97	
1481.0	-1.14	
1482.0	-0.86	
1483.0	-1.02	
1484.0	-0.84	
1485.0	-0.74	
1486.0	-1.47	
1487.0	-1.5	
1488.0	-1.83	
1489.0	-0.61	
1490.0	-0.53	
1491.0	-0.74	
1492.0	-0.89	
1493.0	-0.71	
1494.0	-0.51	
1495.0	-0.64	
1496.0	-0.56	
1497.0	-0.38	
1498.0	-0.43	
1499.0	-0.69	
1500.0	-0.86	
1501.0	-0.71	
1502.0	-1.27	
1503.0	-0.61	
1504.0	-0.91	
1505.0	-0.79	
1506.0	-0.66	
1507.0	-0.89	
1508.0	-0.81	
1509.0	-0.58	
1510.0	-0.56	
1511.0	-0.61	
1512.0	-0.74	
1513.0	-0.46	
1514.0	-0.69	
1515.0	-0.64	
1516.0	-0.76	
1517.0	-0.64	
1518.0	-0.69	
1519.0	-0.91	
1520.0	-0.58	
1521.0	-0.48	
1522.0	-1.37	
1523.0	-0.84	
1524.0	-1.3	
1525.0	-1.27	
1526.0	-1.42	
1527.0	-1.07	
1528.0	-1.14	
1529.0	-1.22	
1530.0	-1.68	
1531.0	-1.24	
1532.0	-1.37	
1533.0	-0.79	
1534.0	-1.04	
1535.0	-0.94	
1536.0	-0.94	
1537.0	-0.56	
1538.0	-0.71	
1539.0	-0.58	
1540.0	-0.46	
1541.0	-0.51	
1542.0	-0.89	
1543.0	-0.74	
1544.0	-0.84	
1545.0	-0.86	
1546.0	-0.71	
1547.0	-0.84	
1548.0	-0.53	
1549.0	-0.79	
1550.0	-0.71	
1551.0	-0.94	
1552.0	-0.99	
1553.0	-0.84	
1554.0	-0.84	
1555.0	-0.81	
1556.0	-0.89	
1557.0	-0.71	
1558.0	-0.53	
1559.0	-0.81	
1560.0	-0.64	
1561.0	-0.76	
1562.0	-0.56	
1563.0	-0.51	
1564.0	-1.45	
1565.0	-2.16	
1566.0	-0.76	
1567.0	-1.19	
1568.0	-0.66	
1569.0	-0.91	
1570.0	-1.3	
1571.0	-0.51	
1572.0	-0.99	
1573.0	-0.38	
1574.0	-0.99	
1575.0	-0.86	
1576.0	-0.84	
1577.0	-0.79	
1578.0	-0.81	
1579.0	-0.74	
1580.0	-0.61	
1581.0	-0.64	
1582.0	-0.69	
1583.0	-0.69	
1584.0	-0.64	
1585.0	-0.53	
1586.0	-0.61	
1587.0	-0.79	
1588.0	-0.48	
1589.0	-0.86	
1590.0	-0.79	
1591.0	-0.86	
1592.0	-0.69	
1593.0	-0.71	
1594.0	-0.89	
1595.0	-0.66	
1596.0	-0.71	
1597.0	-0.61	
1598.0	-0.97	
1599.0	-0.76	
1600.0	-0.69	
1601.0	-0.46	
1602.0	-0.84	
1603.0	-0.64	
1604.0	-0.38	
1605.0	-0.76	
1606.0	-0.94	
1607.0	-0.94	
1608.0	-0.86	
1609.0	-0.71	
1610.0	-0.64	
1611.0	-0.91	
1612.0	-0.79	
1613.0	-0.48	
1614.0	-0.58	
1615.0	-0.71	
1616.0	-0.58	
1617.0	-0.61	
1618.0	-0.51	
1619.0	-0.61	
1620.0	-0.64	
1621.0	-0.74	
1622.0	-0.74	
1623.0	-0.76	
1624.0	-0.48	
1625.0	-0.61	
1626.0	-0.84	
1627.0	-0.46	
1628.0	-1.57	
1629.0	-0.86	
1630.0	-0.76	
1631.0	-1.04	
1632.0	-0.81	
1633.0	-0.86	
1634.0	-0.91	
1635.0	-0.71	
1636.0	-0.81	
1637.0	-0.79	
1638.0	-1.04	
1639.0	-0.71	
1640.0	-0.58	
1641.0	-0.58	
1642.0	-0.51	
1643.0	-0.66	
1644.0	-0.81	
1645.0	-0.64	
1646.0	-0.69	
1647.0	-0.81	
1648.0	-0.84	
1649.0	-0.58	
1650.0	-0.69	
1651.0	-0.64	
1652.0	-0.91	
1653.0	-0.84	
1654.0	-0.58	
1655.0	-0.53	
1656.0	-0.81	
1657.0	-0.84	
1658.0	-0.89	
1659.0	-0.58	
1660.0	-0.69	
1661.0	-0.89	
1662.0	-0.99	
1663.0	-0.94	
1664.0	-0.81	
1665.0	-0.66	
1666.0	-0.79	
1667.0	-0.64	
1668.0	-0.97	
1669.0	-0.69	
1670.0	-0.66	
1671.0	-0.66	
1672.0	-0.53	
1673.0	-0.79	
1674.0	-0.94	
1675.0	-1.09	
1676.0	-0.84	
1677.0	-0.66	
1678.0	-0.58	
1679.0	-0.71	
1680.0	-0.56	
1681.0	-0.84	
1682.0	-0.81	
1683.0	-0.74	
1684.0	-0.76	
1685.0	-0.71	
1686.0	-1.09	
1687.0	-0.97	
1688.0	-1.14	
1689.0	-0.84	
1690.0	-0.71	
1691.0	-0.86	
1692.0	-0.61	
1693.0	-0.69	
1694.0	-0.91	
1695.0	-0.89	
1696.0	-0.84	
1697.0	-1.6	
1698.0	-0.74	
1699.0	-0.48	
1700.0	-0.89	
1701.0	-1.02	
1702.0	-0.86	
1703.0	-1.17	
1704.0	-1.02	
1705.0	-0.64	
1706.0	-0.69	
1707.0	-0.91	
1708.0	-0.66	
1709.0	-0.53	
1710.0	-0.76	
1711.0	-0.48	
1712.0	-0.53	
1713.0	-0.51	
1714.0	-0.76	
1715.0	-0.56	
1716.0	-0.56	
1717.0	-0.66	
1718.0	-0.86	
1719.0	-0.58	
1720.0	-0.56	
1721.0	-0.69	
1722.0	-0.61	
1723.0	-0.69	
1724.0	-0.97	
1725.0	-0.3	
1726.0	-0.64	
1727.0	-0.74	
1728.0	-0.41	
1729.0	-0.53	
1730.0	-0.81	
1731.0	-0.76	
1732.0	-0.69	
1733.0	-1.19	
1734.0	-0.79	
1735.0	-0.76	
1736.0	-0.64	
1737.0	-0.58	
1738.0	-0.69	
1739.0	-0.64	
1740.0	-0.74	
1741.0	-0.97	
1742.0	-0.79	
1743.0	-1.14	
1744.0	-1.27	
1745.0	-0.99	
1746.0	-0.91	
1747.0	-0.66	
1748.0	-0.71	
1749.0	-0.84	
1750.0	-0.64	
1751.0	-0.76	
1752.0	-0.99	
1753.0	-0.56	
1754.0	-0.79	
1755.0	-0.81	
1756.0	-0.43	
1757.0	-0.69	
1758.0	-0.81	
1759.0	-0.61	
1760.0	-0.53	
1761.0	-0.61	
1762.0	-0.58	
1763.0	-0.97	
1764.0	-0.48	
1765.0	-0.56	
1766.0	-0.99	
1767.0	-0.71	
1768.0	-0.66	
1769.0	-0.74	
1770.0	-0.74	
1771.0	-0.79	
1772.0	-0.64	
1773.0	-0.71	
1774.0	-0.76	
1775.0	-0.56	
1776.0	-0.58	
1777.0	-0.66	
1778.0	-0.74	
1779.0	-0.76	
1780.0	-0.53	
1781.0	-1.14	
1782.0	-0.76	
1783.0	-0.66	
1784.0	-0.79	
1785.0	-0.74	
1786.0	-0.86	
1787.0	-1.09	
1788.0	-0.36	
1789.0	-1.02	
1790.0	-1.45	
1791.0	-1.52	
1792.0	-1.88	
1793.0	-1.22	
1794.0	-1.22	
1795.0	-0.58	
1796.0	-0.97	
1797.0	-0.76	
1798.0	-1.12	
1799.0	-0.84	
1800.0	-0.97	
